year,text,birthdate
2006,"

 И в такую школу своего ребенка не отдам. Проблемы не там, они в обществе. И если кто помнит, жутко религиозные русские мужики пили самогон ведрами и били своих жен. Последнее было еще благословлено ""Домостроем"", к которому свою лапку и церковь приложила. И их религиозные дети вырастали такими же. Посему, рекомендовал бы переформулировать вопрос (хотя это и невозможно :)) - если Вы действительно хотите выразить заботу о подрастающем поколении - в акцентировании на приоритете серьезного развития дошкольного и школьного образования, доступных спортивных клубов и общественных мероприятий для детей.


",1971
2006,"

 Толпа она и есть толпа. Выделяйтесь из неё, если напрягает, проблемы не вижу. Подарю разные подарки, совсем не связанные с эмблемой китайского года (который кстати с февраля начинается). Вопрос ""чему можно посвятить 2007 год"" - не понимаю! ""Откройте журнал Форбс и найдите свое имя там. Если Вы не нашли там своего имени..."" Ну в общем понятно - в данном контексте - ""посвятить"" - не получится (ИМХО). И пусть наши желания умрут от зависти от наших возможностей :)


",1971
2007,"

 Кста, я так понял, что билеты Самара - обратно оплачиваются, как и пребывание там на время этого действа? Т.е. всего лишь нужно 50 р. за вход? Допустим, пообщаться хочется. Но вот скажем (не я) скинхэд и очень хочет поприсутствовать там. И не один. Ему тоже хотят билет купить?


",1971
2009,"

 Очень хорошо и правильно написано, но как ""поломать"" такую психологию пенсионеров и ""защитников животных"" - не знаю... В моём понимании, нравится тебе животное - бери к себе в дом, заботься и ухаживай, и отвечай за него.


",1971
2009,"

 Не знаю, не знаю... В моих глазах опыт за рулём в Москве и окрестностях, да ещё за 50К км, это большой плюс. А почему тяжело, кстати?


",1971
2009,"

 Рыба ищет где глубже, а человек - где лучше! Лишь бы всё, что положено заплатили, а то ""кинуть"" с последней зарплатой стало сейчас чуть ли не нормой...


",1971
2009,"

 Да хорошо очень отношусь, на обе ""прошлые"" машины их обычно и покупал (у меня резина была как правило каждая на своих - зимняя и летняя) - они не особенно дороги, легки и очень надёжны. Была парочка проблем, связанная с нашими дорогами, думаю что литые бы разбились ""в хлам"" - в одном случае от сильного удара, а в другом - из-за ""снимания"" покрышки особенно выдающейся колдобиной немного деформировал один из дисков. Прокатали, стоило 600 рублей - и отъездил без проблем пару десятков тысяч км (собственно, знакомый второй год катается уже ""после""). Минус единственный - центральные колпачки всякая школота любит красть, снимаются они достаточно просто...


",1971
2006,"

 Я тоже читал эти сообщения, и на yahoo

 (  ...  )

",1971
2006,"

 Внимательно рассмотрев Ваше коммерческое предложение, наша фирма приняла решение закупить ту траву, которую Вы курите... 


",1971
2006,"

 ИМХО, неправильно даже по форме. Если не влом, то прокомментируйте с примером.


",1971
2006,"

 Не уверен, что данная логика применима. Согласно ей, если я приехал в другую страну, у меня резко меняются все вероятности. Пример. ""Челнок"" ездит из России в Японию раз в неделю. Значит ли это, что здесь у него вероятность прожить 55 лет, а там - 92? Нет, конечно! Реально (как учит нас статистика) есть набор индивидуальных характеристик элемента, и есть среднее выборочное (совокупности элементов). Соответственно, в приведенном примере убытие ""челнока"" из России немного изменит выборочное среднее для возраста, как и его прибытие в Японию. Каждый человек добавляет что-то свое в эти характеристики. Конечно есть и обратная связь, но ИМХО она не описывается данной логикой.


",1971
2006,"

 Афтар не раскрыл тему :) ИМХО q1 - если нет понимания, бодайтесь дальше... (Напутствие ""тем"" друзьям). q2 - легко!!!. Вопрос дисциплины. Кстати, не понимаю - как? Письма пишу, и от руки ( сам )....


",1971
2006,"

 Т.е. сложность - далеко до работы, нет поблизости магазинов, мест отдыха, кафешек, ...? И почему дорого? Вообще на Украине де-факто зарплаты меньше, я знаю человека, который туда полгода назад перебрался к родителям, жалеет - говорит, что зарплата баксов 500 сейчас и это ""хороший уровень"" считается. Ну да ему виднее...


",1971
2006,"

 Ну это же мало, для дизайнера

 (  ...  )

",1971
2007,"

 Я к этим 16% и отношусь... :) Можно сколько угодно хаять науку и пытаться оспорить факты, но суть в том, что именно она (наука) определила облик современного мира. И используя эти подходы, можно получить результат, который можно воплотить материально. Мда... Хотя бы в те же медицинские подходы к лечению. Машины. Самолеты. Электроэнергию и ее применения. И можно сколь угодно много говорить про ""исцеления"", но вот только в любой статистике они не занимают даже 1% случаев. И живем мы не 20-30 лет, как жили тогда... Я не прав?


",1971
2007,"

 Очень спорно. Наука и моральность никак не связаны. История дала нам такой пример - Германия времен фашизма - просто великолепные научные достижения, но вот мораль... Мда. Ну и Советский Союз - там вообще было насилие над здравым смыслом и моралью по большей части... А достижения научные - ого-го! Наука глохнет, когда ее начинают преследовать (это как раз и было в теистических государствах средневековой Европы) или когда она становится делом одиночек-энтузиастов (что было в России времен Ельцина). Что касается роста заболеваний... У людей просто очень короткая память и уже все забыли, что такое эпидемии (чумы, холеры, оспы). ИМХО есть опасность техногенных катастроф или войны, но у каждого времени - свои проблемы...


",1971
2008,"

 Надо на камеру снимать было... Так рождаются шедевры home video :)


",1971
2008,"

 Не получится, увы! Ведь Вам придётся всё уменьшать по стороне в 50 раз фигурки... Будут точки... А задумка интересная. Хотя ИМХО проще ""заполнить"" людьми какой-нибудь водоём подходящих размеров... Считая что у него дно плоское (а может и нет)...


",1971
2008,"

 Это про что? Т.е. если не хватает времени... Читайте Лакейна, правда рецепты его жёсткие, если не сказать - жестокие...


",1971
2008,"

 Значит, такая жизнь. Лакейн... :) Вот у меня например каждый день это - день... Проживается с утра и до вечера. Хотя я в такой режим тоже могу войти, как Вы говорите... Ну скажем, предыдущие выходные просто сидел кофе пил с мороженым и мультики качал...


",1971
2008,"

 Этот пример с котами ярко показывают, что бесы или что-то ещё здесь совсем ни при чём ;) А ещё неплохо бы понять свой психотип, чтобы правильно расставлять акценты...


",1971
2008,"

 Ну как бы сказать... В 2 раза меньше, чем новый здесь. :) Кто-то ведь и Ваш телефон с рук купил... Хе..! Впрочем аппарат достойный. А про айфон вспомнился анекдот, что их покупают те, у кого маленький ..., но на джип денег не хватает :)


",1971
2008,"

 Ну :) Есть конечно. И люди такие есть, но небоскребов на всех не хватает. А анекдот - про массы и про стремление выделиться хоть этим...


",1971
2008,"

 Хм... Дело в том, что я вырос в месте, где нужно было ""отвечать за базар"". И вот идёшь ты вечером по чужому району, а навстречу - группа из 20 гопников... В общем-то ""гордости"" видимо очень бы мешали выбитые зубы и синяки. Да и чем гордиться, тем что отняли на 5 минут позже что-то?


",1971
2008,"

 Желаю быстрейшего выздоровления! А точно ничего криминального не было? Или может что ещё? На удар при падении просто крайне не похоже, чтобы человек упал не назад, и даже не попытался сгруппироваться - да не бывает так!


",1971
2008,"

 Да всё равно, как-то это очень нетипично упасть и удариться височной частью. Затылком, лбом - обычно так и бывает. Просто с чего говорю, зимой прошлого года был у меня случай. Какой-то гоповатого вида человек спросил время, видимо надеялся, что я достану телефон и он его вырвет и убежит. Я сказал время с часов. Сказал и пошёл дальше. Но у него видимо крышу снесло, побежал за мной и ударил именно в височную часть. Капюшон удар смягчил, поблизости была милиция, его задержали. А удар был весьма болезнненым. Так что не было ли чего похожего...?


",1971
2009,"

 Ну да :) Но про будущее тоже не стоит забывать, жизнь в режиме одного дня может окончится тем, что ""завтра"" уже не будет...


",1971
2009,"

 Что делать, кризис... Но вообще ИМХО не понял 2 вещей: 1) ""Статья"", по которой уволили. 2) Что там с ТК или что на Украине действует? Насколько я понимаю, уволить в тот же день не могут... Более того, вроде как положена выплата определённой заработной платы, ну и всякие там документальные оформления... Почему я это пишу - да потому что во многих случаях люди не знают своих прав и соглашаются на то, что им говорят. И естественно условия всегда не в их пользу...


",1971
2009,"

 Не знаю, не знаю

 (  ...  )

",1971
2009,"

 Да вот как раз скорее это очень непредвзятый взгляд. Понимаете, когда мы увидим хоть одну технологию, работающую на религии - разговор будет совсем другой. Скажем, э... телепортация с помощью молитвы :) Увы, такие технологии мы видим только в ролевых игрушках...


",1971
2009,"

 Ага... Была ещё такая КПСС и Никита Хрущёв. Такой же мечтатель (только кремлёвский). Живём мы при коммунизме? Неа... А ведь есть ещё НЛО (и верящие в них), и прочий ужос... Церковь, используя все доступные ресурсы, уже вот почти 2000 лет пытается что-то ""нарыть"". Отъём денег - единственная технология, которая у них работает. ИМХО - это ответ. А теперь оглянитесь на тех, кого эта самая церковь чморила - на науку. Вот я пишу сейчас комментарий. Сидя очень далеко от Киева. Вы его увидите. И ей может воспользоваться кто угодно, и вера тут будет ни при чём...


",1971
2009,"

 Очень прикольное совпадение, но вот здесь  как раз по-моему в тему... Не знаю, я также как Вы раньше тоже думал. Пока не понял, что меня просто используют и ""забывают"", что на работу я ещё и деньги зарабатывать прихожу. Кончилось же всё тем, что я ушёл оттуда...


",1971
2009,"

 Не знаю, для меня кризис лишь показал, что тот, кто не успел - тот опоздал. И ещё раз подчеркнул мысль, что жить нужно сейчас, думая о будущем. Я не могу сказать, что жил как-то шумно и разгульно, есть такое понятие ""мера"". Но я не жил без праздников. Ага, скромность красит человека. В серенький цвет :) Я не жил фантомами, а жил тем, что могу (и хочу). Как результат - я независим и у меня нет долгов. Кланялся ли я кому-нибудь или был за это обязан? Да ничуть. Хорошо - не будет. Это ИМХО. Посему, как всегда, спасение утопающих - дело рук самих утопающих, и ещё не поздно обеспечить свою жизнь на ближайший год-два-три. Пока не поздно... Это - совет. :)


",1971
2009,"

 Я думаю, что это всё было и раньше, и если такое место есть, то человек уже правит и там. А на чертей ходят охотиться за бонусы :) Впрочем подобное место наверное оставили. Для верующих - чтобы их не разочаровывать.


",1971
2009,"

 А почему собственно? Мне так идея кажется вполне логичной. Если в аду обстановка может взаимодействовать с душой, но при этом она там неуничтожима, вполне логично предположить, что можно организовать что-то типа движения Сопротивления, а так как вечность впереди - рано или поздно, при постоянном ""контингенте"" слуг ада и притоке новых людей и идей оно должно было набрать силу. Особенно за последние 100 лет - скорее всего сейчас там (при условии существования самого ада, разумеется!) полным ходом идёт терраформирование территории. Более того, думаю то же самое произошло ""там"" и в других местах и демократия победила :)


",1971
2009,"

 Не знаю, не знаю. Пока что для обычных верующих очень актуален анекдот ""Порше, Феррари, Линькольн... А на чём ездит священник в Вашем приходе?"" На мой взгляд ""сеть"" - это как раз наоборот - куда они попали его усилиями. У Каганова очень здорово сказано про ""единственную идею, благодаря которой..,"" :)


",1971
2009,"

 Я так понимаю, что ни один из 5 Ваших не выбрали, но выбрали тот, который сделали в ""той"" компании? Если да, то могу лишь сказать, что не надо унывать или расстраиваться. А какие выводы кстати?


",1971
2009,"

 Интересно... Хочу прокомментировать - исходя из своего весьма обширного и (ИМХО) успешного опыта работы с заказчиками (правда, фрилансом я давно не занимался, у меня вместо этого ремонт был

 (  ...  )

",1971
2009,"

 Хм... Прикольная точка зрения

 (  ...  )

",1971
2009,"

 Э... А есть какие-то сомнения, что-ли? Основная проблема сегодняшнего дня - люди отвыкли работать. Они сидят и тупо ждут, что ""дядя"" даст им работу, денег и всё снова будет зашибись. А надо - искать... Когда возникают подобные вопросы, я всегда говорю ""слишком много свободного времени"". Его нужно заполнить. Чем - решать Вам... Только не *вынужденным отдыхом*...


",1971
2009,"

 Мне такой подход близок :) Именно так. Справимся сами. В фильме Дьявол понял, что его обломали и захотел получить шанс - вылечив Константина. Что показательно, по фильму ""силы добра"" и пальцем не захотели пошевелить - типа умираешь, так умирай, и типа бонус за спасение мира перевесил ""клеймо самоубийцы"". Кстати ещё одна интересная деталь, что по фильму Константин обречён на Ад не за чморение полукровок, а именно за ту неудачную попытку самоубийства в подростковом возрасте. Но как я уже сказал, если там есть несколько таких Константинов, скорее всего всё уже совсем-совсем по-другому. Да, конечно при условии существования.


",1971
2009,"

 Я позволю себе процитировать одну несколько ёрническую статейку, но в целом я с ней согласен. ""Because God is pure love, anyone, even a good person, who doesn't believe in Him in exactly the right way is forced into eternal suffering in Hell. So far in history, only five people have gotten their theology exactly correct. However, evil, selfish people can believe in God and get into Heaven because God loves them. God loves everybody equally, He even loves the people He has condemned to burn forever."" Поскольку Бог есть чистая любовь, любой, даже хороший человек, который не верит в Бога в точности как это предписано, обречён на вечные муки в Аду. Как мы видим в историческом аспекте, только пять людей поняли теологию абсолютно точно. Однако, злые, эгоистичные люди могут верить в Бога и попасть на небеса, потому что Бог любит их. Бог любит каждого в равной степени, он даже любит тех людей, которых он обрёк на вечный огонь"". Ибо ведь ничто не делается без его воли? Крокодилы кстати тоже плачут. 


",1971
2009,"

 Есть гораздо менее радикальные способы. Один из них доступен любому мужчине до 40-45 лет, не отягощённому алкогольной зависимостью, курением, наркотиками или хроническими заболеваниями: приехать в порт и наняться матросом в дальний рейс (3+ месяца).


",1971
2009,"

 Прикольно ;) Не надоела ещё эта античная фэнтези? А по subj - не понимаю, какое отношение, скажем, к моим проблемам имеют что Бог, что Сатана? ИМХО человек должен сам отвечать за свои поступки. В качестве ярких примеров можно привести ""пробуждение"" и Аделайджи. Года полтора прошло вроде? Это я к тому, что с прошествием времени вещи проявляются - и может начинают видеться правильно... Это я к тому, что никогда не поздно попробовать и осознать себя - и никого больше - творцом своей судьбы. И изгнать из неё всяких богов, демонов и прочую хрень. И всё получится! А иначе может оказаться так, что жизнь пройдёт мимо и уже по прошествии 15-20 лет останется это только констатировать...


",1971
2009,"

 А вот знаете, прочитал и чуть задумался. Я могу утверждать, что: - родители однозначно есть (правда уже только отец) и проявилось это в очень длительном взаимодействии (очень кстати взаимовыгодном); - выкормили - тоже они, до момента пока не уехал учиться. После этого был на своём полном обеспечении и весьма неплохо справился. Им тоже помогал, правда не смог перебороть их нежелание жить хорошо (в частности, стирка вручную или в таком извращении типа ""Малютка""); - воспитал я большей частью себя сам - мне не мешали, а создали ""минимальную"" среду в виде домашней библиотеки. Дальше я и сам справился. А про ""выбор"" я весььма серьёзно говорю. Дело в том, что самое драгоценное, что есть у человека здесь и сейчас - это время. Задумайтесь, в чём причина, что так много набожных старушек просят подаяние...


",1971
2009,"

 А я бы сказал совершенно по-другому. Всегда нужно думать именно о себе, но думать о том, что сделать, чтобы улучшить ситуацию. Другое дело, что если что-то не получается, видимо нужно искать другие пути. Битьё о стенку головой крайне редко приводит к положительным результатам. Но вообще лучше, если времени на подобные раздумья просто нет :)


",1971
2009,"

 А что в этот раз за трава была? ;) Мудрость в принципе всего лишь ""грамотное"" применение знаний...


",1971
2009,"

 Хм.. :) Нужно понять причину произошедшего и ""уйти"" из-под неё. Могу порекомендовать почитать классику типа Лакейна или Карнеги, но основа основ - самоактуализация. И пытаться сделать больше и быстрее, а не тратить время на безрезультатные действия... 


",1971
2009,"

 По логике - мир. Меня уж Богу (если он существует) любить особо не за что - ибо я вырвал из этой трясины - христианства - не только себя, но ещё более 7 человек... Впрочем может и любит - типа форма мазохизма. Этого я не знаю.


",1971
2009,"

 Про любовь см.по ссылке ниже. Кстати аналогично - советую почитать упомянутый мной цикл - называется ""Игры демиургов"".


",1971
2009,"

 А в чём вопрос? Сведите их вместе. Зачем посредником быть?


",1971
2009,"

 И можно лишь жалеть, что Ельцин пришёл к власти в России. Был бы на его месте Путин, мы бы имели сейчас куда более лучшую ситуацию и возможно СССР, сменив идеологию, сохранился бы как единая страна. В долг у МВФ были взяты и бездарно потрачены огромные деньги. Огромной страной никто не управлял, и ""каждый брал независимости, сколько мог унести"". Зато - играли в демократию и ""приспешники режима"" подвергались остракизму и охаиванию. Я очень хорошо помню годы правления Ельцина, и могу сказать, что это были годы рвачей и безвремения. Страшное и потерянное для страны время.


",1971
2009,"

 Ну я бы сказал, политические партии до сих пор не созданы, кроме ЛДПР и КПРФ

 (  ...  )

",1971
2010,"

 У меня такие ""девушки"" никаких эмоций, кроме отрицательных, не вызывают. Сам так парковаться не буду, не будет места - уеду. Не совсем понятно, почему требования пешеходов к таким вот людям могут вызвать негатив? Видимо все привыкли, что пешеход - это быдло, его можно обхамить, не пропустить на переходе, нагло пронестись на красный на пешеходном, обрызгать из лужи - и так далее... Ну, про езду за 100 км/ч по ночному, да и дневному городу, повороты из 3-4 ряда, парковку в 2-3 ряда могу упомянуть. Могу рассказать как давно ездил в Ганновер. Поразило то, что люди на машинах тормозят уже тогда, когда видят пешехода, подходящего(!) к месту перехода. Никто никуда не спешит, а водителя, выезжающего с второстепенной дороги налево (то есть через ""встречное"" направление), выпустили - остановился поток слева, остановился поток справа - а у нас бы он там до посинения стоял! Альтернативой (ИМХО) должно стать лишение прав на 2-3 месяца за парковку на тротуарах, газонах, и вообще вне мест, отведённых для такой парковки. И сразу станет всем хорошо


",1971
2010,"

 Ну, я их не демонизирую лично - обычные люди, использующие место и время для достижения своих целей - поэтому молодцы. Это гораздо лучше, чем бестолку ныть :) А подобных водятлов я часто встречаю, у нас есть проблемка с местами рядом с моей конторой, то есть часть народа платит за стоянку (или контора платит за них), а вот часть - паркуется на халяву на газонах и с двух сторон проезда длиной метров 100. Типа ""как это, я на работу да на автобусе""!


",1971
2012,"

 Правда пока времени совершенно нет, чтобы обработать. Была похожая маска:  


",1971
2009,"

А, понятно! :)

Просто говорилось где-то, что сам мыс - это красная скала. Точно источник я уже не помню, но где-то в форумах - инфа как обычно собиралась ""по кусочкам""...
",1971
2009,"

Итак, прогулка по Кремлю продолжилась. На фоне шикарных кустов шиповника сняли весьма здоровое старое здание, правда довольно обшарпанное:







А это памятник участникам Куликовской битвы. Серьёзно. ""В память князей белозерских""... :) 




Установлен в сентябре 2005 года.

А уже на выходе из стен Кремля снял фотографию, которую хотел снять изначально на входе - мешал народ, периодически шныряющий туда-сюда - проход между частями города идёт как раз здесь: 




А это - церковь Всемилостивого Спаса поближе: 






Правда солнце стояло крайне неудачно, поэтому решили, что снимем её позже.

С церквями Успения и Богоявления - путаница. То есть клетка слона и надпись ""буйвол"". По одним источникам, пятиглавая - Богоявления - постройки 1553 года. А рядом - церковь Богоявления - 1787 года с колокольней: 






Однако по табличке 5-главая церковь построена позже. Ещё писали про колокол, который стоит рядом, но видимо инфа устаревшая - и колокол висит на колокольне: 




Ещё поснимал икебану вокруг: 






Тем временем, вопрос ""где поесть"" встал ребром. Поехали к набережной - оказалось, там пешеходная зона - и в каком-то подворье есть гостиница и кафе. Не нашли, зато сняли руины какой-то круглой хрени: 






А вот это - бывшая церковь Иоанна Предтечи. Довольно странное сооружение, но впечатляет масштабами: 










Прикольный у них пляж - вход на него с помощью дебаркадера, так что закрывается он в 10 вечера. А пришли мы туда снимать дома казарм и закат. А заодно сняли и памятный знак: 










Ну вот ещё один закат на Онегезакат на Белом озере. ИМХО, очень красиво: 






Ну и чтобы завершить с Белозерском, приведу фотографии храма Спаса Всемилостивого, сделанные уже утром следующего дня - собственно ночевали мы рядом с ним, в гостинице ""Русь"": 






А также фотографию улицы с интересным названием - Коммунистическая: 




Вот смотрел я на неё и думал - и почему у нас думали, что вредителей всех расстреляли, а диссидентов - выслали? :) 


Засим заканчиваю, скоро напишу продолжение, ибо это ещё совсем не конец пути! 


",1971
2009,"

На нём :)

Просто голова сегодня уже поехала от работы, поправлю ща - иногда бывает, что думаешь об одном, а пишешь на автомате нечто другое :)
",1971
2009,"

Будет, только я наверное сделаю его отдельным :)

Про Вологду и Тутаев. На этой неделе постараюсь написать.
",1971
2009,"

Вот здесь да, неправ :)

Опять, писал про одно, а думал про другое, исправлю ща :)
",1971
2009,"

Ну в принципе да, просто он был популярен - в частности бабушка в детстве мне пыталась про ""святых людей"" рассказывать на его примере, правда безрезультатно :)

Мост будет в другом путешествии, в Коломне - по нему ходили в Бобренёв монастырь, потому что на машине туда километров 15 нужно было ехать.
",1971
2009,"

Ага, есть такое!

Кстати, Вологда тоже очень интересна, хотя конечно центр Питера, столицы Российской империи, трудно с чем-то сравнивать :)
",1971
2009,"



Где-то месяц назад, бродя по Интернету, я случайно наткнулся на этот прикольный ""кубик"" (на самом деле у него 12 граней). После восхищения идеей - нашёл где заказать, и китайцы не подвели - доставили очень быстро (собственно полмесяца - это наши доставляли и думаю большая часть времени прошла на каком-нибудь складе на таможне). И вот, ""штучку"" можно покрутить руками - что и делаю!
",1971
2009,"

Соберу, он проще, чем кубик Рубика, но длиннее :)
",1971
2009,"

Да...! Чем только народ не страдает :)
",1971
2009,"

Ага, мне тоже она очень понравилась, но спину ей просто отполировали желающие сняться - какую-то часть туристов везут туда :)

Памятник Рубцову в 4-й части есть, но местные его называют ""памятником командированному"" :) 


И ""окающий"" говор тоже есть, звучит немножко непривычно, хотя и читал про это :)
",1971
2009,"

Вообще из-за подобного подхода, вернее попытки его реализовать, я сменил работу в начале 2005 года - конфликт с новоназначенным ""эффективным менеджером"" очень нехорошо подействовал на здоровье, а борьбу с ветряными мельницами я не веду, особенно на зарплату :)

Подход такой в моей бывшей конторе таки реализовали - что разработчик это наёмный работник и ""пустое место"", и ""за забором десять человек в очереди стоят"", правда в результате ничего с тех пор про их новые разработки слышно не было. И подход в точности такой - ""за каждый чих выходящий за требования ТЗ нужны деньги или новый договор и просто так мы ничего делать не будем"".

Ага, при этом ТЗ сто лет в обед и писали его как обычно в спешке и случайные люди, а согласовывали ничего не понимающие начальники - ситуация стандартна везде, увы... 


У нас к счастью (пока) подход иной - важно сделать хорошо и удобно, в худшем случае за счёт собственных резервов. Форс-мажор тут не прокатит, мы отвечаем за весь костюм - в худшем случае придётся самим делать... :)
",1971
2009,"

Мы тоже офигели :)

Посмотрим, что сегодня получится из всего этого - по крайней мере скучно не будет!
",1971
2009,"

Ага, наверное :)

Я-то как раз атеист, но это совершенно не значит, что я буду специально лазить по чужим ЖЖ и троллить на любое упоминание религии :)

Правда мстя у Успока получилась весьма унылой. Вот думаю правда, стоит ли добавить в статейку ""под кат"" описание развития ситуации, а то меня уже спросили, ""что это за ужасы"".
",1971
2009,"

На самом деле есть одно предложение - многие страны его реализовали и никто ещё не оказался в минусе. Это - перенос столицы страны в другой город.

Получается очень неплохой национальный проект - и можно спроектировать всё как положено, и построить.

В плюсе окажутся все, значение Москвы и Питера как уже сформировавшихся мегаполисов сохранится десятилетия, но будет куда стремиться :) 


А место можно выбрать где-нибудь на Енисее, где он на север поворачивает. Чтобы и климат был не слишком суровым, и место было ""пустым"". 


Принятие же плана о ""платности"" дорог будет катастрофическим - следующим шагом будет разделение страны на удельные княжества...
",1971
2009,"

Да такие сайты есть по каждому региону, только они все по доменным именам ""вразнобой"". Есть и центральный - это где про гарнитур было.

Вообще размах растёт с севера на юг (это про Европейскую часть), про Сибирь ничего не могу сказать. А вот скажем в Балаково своими глазами видел разницу в жизни госчиновников и руководителей крупных гос.предприятий и простых граждан: ""Сиротский квартал"" на берегу Волги не просто впечатляет, он потрясает - километры двух-трёхэтажных особняков полосой. В то время, когда там был в начале 2000-ных, строилось их очень много.
",1971
